_id,chromosome,strand,chrLeftPosition,chrRightPosition,bs_center,nearest_tss_pos,dist_bp_signed_oriented,dist_bp_abs
ECOLIBS000000341,NC_000913.3,-,2634025,2634039,2634032,2634070,38,38
ECOLIBS000000342,NC_000913.3,+,2634217,2634231,2634224,2634198,26,26
ECOLIBS000000343,NC_000913.3,+,2716556,2716570,2716563,2716686,-123,123
ECOLIBS000000344,NC_000913.3,-,2716556,2716570,2716563,2716522,-41,41
ECOLIBS000000345,NC_000913.3,-,2716609,2716623,2716616,2716633,17,17
ECOLIBS000000346,NC_000913.3,+,2716609,2716623,2716616,2716686,-70,70
ECOLIBS000000347,NC_000913.3,-,2716940,2716954,2716947,2717016,69,69
ECOLIBS000000348,NC_000913.3,+,2726223,2726237,2726230,2725993,237,237
ECOLIBS000000349,NC_000913.3,-,2726828,2726842,2726835,2726737,-98,98
ECOLIBS000000350,NC_000913.3,-,2727066,2727080,2727073,2726737,-336,336
ECOLIBS000000351,NC_000913.3,-,2727086,2727100,2727093,2726737,-356,356
ECOLIBS000000352,NC_000913.3,+,2727587,2727601,2727594,2728062,-468,468
ECOLIBS000000353,NC_000913.3,+,2729498,2729512,2729505,2729308,197,197
ECOLIBS000000354,NC_000913.3,+,2731288,2731302,2731295,2731297,-2,2
ECOLIBS000000355,NC_000913.3,-,2746116,2746130,2746123,2746089,-34,34
ECOLIBS000000356,NC_000913.3,-,2755763,2755777,2755770,2755441,-329,329
ECOLIBS000000357,NC_000913.3,-,2817901,2817915,2817908,2817869,-39,39
ECOLIBS000000358,NC_000913.3,-,2818175,2818189,2818182,2818144,-38,38
ECOLIBS000000359,NC_000913.3,+,2909828,2909842,2909835,2909813,22,22
ECOLIBS000000360,NC_000913.3,-,2909828,2909842,2909835,2909794,-41,41
ECOLIBS000000361,NC_000913.3,+,2947295,2947309,2947302,2947381,-79,79
ECOLIBS000000362,NC_000913.3,+,2947301,2947315,2947308,2947381,-73,73
ECOLIBS000000363,NC_000913.3,+,3155193,3155207,3155200,3155302,-102,102
ECOLIBS000000364,NC_000913.3,-,3210883,3210897,3210890,3210784,-106,106
ECOLIBS000000365,NC_000913.3,+,3219162,3219176,3219169,3219230,-61,61
ECOLIBS000000366,NC_000913.3,+,3219206,3219220,3219213,3219230,-17,17
ECOLIBS000000367,NC_000913.3,-,3244833,3244847,3244840,3244788,-52,52
ECOLIBS000000368,NC_000913.3,+,3244955,3244969,3244962,3245003,-41,41
ECOLIBS000000369,NC_000913.3,+,3275158,3275172,3275165,3275206,-41,41
ECOLIBS000000370,NC_000913.3,-,3281874,3281888,3281881,3280841,-1040,1040
ECOLIBS000000371,NC_000913.3,+,3281874,3281888,3281881,3281887,-6,6
ECOLIBS000000372,NC_000913.3,-,3301334,3301348,3301341,3301322,-19,19
ECOLIBS000000373,NC_000913.3,-,3301390,3301404,3301397,3301412,15,15
ECOLIBS000000374,NC_000913.3,+,3308450,3308464,3308457,3308514,-57,57
ECOLIBS000000375,NC_000913.3,-,3308537,3308551,3308544,3308544,0,0
ECOLIBS000000376,NC_000913.3,+,3308543,3308557,3308550,3308514,36,36
ECOLIBS000000377,NC_000913.3,+,3322284,3322298,3322291,3322321,-30,30
ECOLIBS000000378,NC_000913.3,-,3354111,3354125,3354118,3354077,-41,41
ECOLIBS000000379,NC_000913.3,+,3354475,3354489,3354482,3354510,-28,28
ECOLIBS000000380,NC_000913.3,+,3378705,3378719,3378712,3378826,-114,114
ECOLIBS000000381,NC_000913.3,+,3423419,3423433,3423426,3423130,296,296
ECOLIBS000000382,NC_000913.3,-,3423640,3423654,3423647,3423655,8,8
ECOLIBS000000383,NC_000913.3,+,3423822,3423836,3423829,3423130,699,699
ECOLIBS000000384,NC_000913.3,-,3424427,3424441,3424434,3424336,-98,98
ECOLIBS000000385,NC_000913.3,-,3424665,3424679,3424672,3424336,-336,336
ECOLIBS000000386,NC_000913.3,-,3424685,3424699,3424692,3424336,-356,356
ECOLIBS000000387,NC_000913.3,+,3425186,3425200,3425193,3425661,-468,468
ECOLIBS000000388,NC_000913.3,+,3428893,3428907,3428900,3428901,-1,1
ECOLIBS000000389,NC_000913.3,+,3448018,3448032,3448025,3448177,-152,152
ECOLIBS000000390,NC_000913.3,+,3448024,3448038,3448031,3448177,-146,146
ECOLIBS000000391,NC_000913.3,-,3448081,3448095,3448088,3448070,-18,18
ECOLIBS000000392,NC_000913.3,+,3448081,3448095,3448088,3448177,-89,89
ECOLIBS000000393,NC_000913.3,-,3493938,3493952,3493945,3493968,23,23
ECOLIBS000000394,NC_000913.3,+,3493938,3493952,3493945,3493986,-41,41
ECOLIBS000000395,NC_000913.3,+,3494077,3494091,3494084,3494113,-29,29
ECOLIBS000000396,NC_000913.3,+,3575100,3575114,3575107,3575026,81,81
ECOLIBS000000397,NC_000913.3,+,3613580,3613594,3613587,3613627,-40,40
ECOLIBS000000398,NC_000913.3,-,3613580,3613594,3613587,3613594,7,7
ECOLIBS000000399,NC_000913.3,-,3637525,3637539,3637532,3637504,-28,28
ECOLIBS000000400,NC_000913.3,+,3639887,3639901,3639894,3639905,-11,11
ECOLIBS000000401,NC_000913.3,-,3639887,3639901,3639894,3639851,-43,43
ECOLIBS000000402,NC_000913.3,-,3658224,3658238,3658231,3658054,-177,177
ECOLIBS000000403,NC_000913.3,-,3658434,3658448,3658441,3658054,-387,387
ECOLIBS000000404,NC_000913.3,-,3658452,3658466,3658459,3658054,-405,405
ECOLIBS000000405,NC_000913.3,+,3658498,3658512,3658505,3658244,261,261
ECOLIBS000000406,NC_000913.3,-,3658498,3658512,3658505,3658873,368,368
ECOLIBS000000407,NC_000913.3,-,3719876,3719890,3719883,3719842,-41,41
ECOLIBS000000408,NC_000913.3,+,3719876,3719890,3719883,3719887,-4,4
ECOLIBS000000409,NC_000913.3,-,3931192,3931206,3931199,3931221,22,22
ECOLIBS000000410,NC_000913.3,-,3941662,3941676,3941669,3941668,-1,1
ECOLIBS000000411,NC_000913.3,-,3945286,3945300,3945293,3944826,-467,467
ECOLIBS000000412,NC_000913.3,+,3945787,3945801,3945794,3946151,-357,357
ECOLIBS000000413,NC_000913.3,+,3945807,3945821,3945814,3946151,-337,337
ECOLIBS000000414,NC_000913.3,+,3946045,3946059,3946052,3946151,-99,99
ECOLIBS000000415,NC_000913.3,-,3946650,3946664,3946657,3947118,461,461
ECOLIBS000000416,NC_000913.3,-,4035385,4035399,4035392,4035391,-1,1
ECOLIBS000000417,NC_000913.3,-,4039100,4039114,4039107,4038641,-466,466
ECOLIBS000000418,NC_000913.3,+,4039603,4039617,4039610,4039967,-357,357
ECOLIBS000000419,NC_000913.3,+,4039623,4039637,4039630,4039967,-337,337
ECOLIBS000000420,NC_000913.3,+,4039861,4039875,4039868,4039967,-99,99
ECOLIBS000000421,NC_000913.3,-,4040467,4040481,4040474,4040923,449,449
ECOLIBS000000422,NC_000913.3,-,4133693,4133707,4133700,4133647,-53,53
ECOLIBS000000423,NC_000913.3,+,4133693,4133707,4133700,4133742,-42,42
ECOLIBS000000424,NC_000913.3,+,4133708,4133722,4133715,4133742,-27,27
ECOLIBS000000425,NC_000913.3,-,4133708,4133722,4133715,4133766,51,51
ECOLIBS000000426,NC_000913.3,-,4166513,4166527,4166520,4166519,-1,1
ECOLIBS000000427,NC_000913.3,-,4168303,4168317,4168310,4168226,-84,84
ECOLIBS000000428,NC_000913.3,-,4170223,4170237,4170230,4169763,-467,467
ECOLIBS000000429,NC_000913.3,+,4170724,4170738,4170731,4171088,-357,357
ECOLIBS000000430,NC_000913.3,+,4170744,4170758,4170751,4171088,-337,337
ECOLIBS000000431,NC_000913.3,+,4170982,4170996,4170989,4171088,-99,99
ECOLIBS000000432,NC_000913.3,-,4171587,4171601,4171594,4172129,535,535
ECOLIBS000000433,NC_000913.3,+,4175754,4175768,4175761,4175760,1,1
ECOLIBS000000434,NC_000913.3,-,4208001,4208015,4208008,4208106,98,98
ECOLIBS000000435,NC_000913.3,-,4211625,4211639,4211632,4211165,-467,467
ECOLIBS000000436,NC_000913.3,+,4212126,4212140,4212133,4212490,-357,357
ECOLIBS000000437,NC_000913.3,+,4212146,4212160,4212153,4212490,-337,337
ECOLIBS000000438,NC_000913.3,+,4212384,4212398,4212391,4212490,-99,99
ECOLIBS000000439,NC_000913.3,-,4212990,4213004,4212997,4212112,-885,885
ECOLIBS000000440,NC_000913.3,-,4287622,4287636,4287629,4287395,-234,234
ECOLIBS000000441,NC_000913.3,+,4287622,4287636,4287629,4287671,-42,42
ECOLIBS000000442,NC_000913.3,+,4349216,4349230,4349223,4349219,4,4
ECOLIBS000000443,NC_000913.3,-,4370674,4370688,4370681,4370647,-34,34
ECOLIBS000000444,NC_000913.3,+,4392711,4392725,4392718,4392679,39,39
ECOLIBS000000445,NC_000913.3,-,4462864,4462878,4462871,4462838,-33,33
ECOLIBS000000446,NC_000913.3,+,4462895,4462909,4462902,4462967,-65,65
ECOLIBS000000447,NC_000913.3,-,4565829,4565843,4565836,4565876,40,40
ECOLIBS000000448,NC_000913.3,+,4565923,4565937,4565930,4565926,4,4
ECOLIBS000000449,NC_000913.3,+,4568742,4568756,4568749,4568887,-138,138
ECOLIBS000000450,NC_000913.3,-,4568787,4568801,4568794,4568767,-27,27
ECOLIBS000000451,NC_000913.3,+,4606010,4606024,4606017,4606016,1,1
ECOLIBS000000452,NC_000913.3,-,4606291,4606305,4606298,4606286,-12,12
ECOLIBS000000453,NC_000913.3,-,4606397,4606411,4606404,4606401,-3,3
ECOLIBS000000454,NC_000913.3,-,4640437,4640451,4640444,4640426,-18,18
ECOLIBS000000455,NC_000913.3,+,4640583,4640597,4640590,4640586,4,4
ECOLIBS000000456,NC_000913.3,-,4640583,4640597,4640590,4640595,5,5
ECOLIBS000000457,NC_000913.3,-,57248,57270,57259,57253,-6,6
ECOLIBS000000458,NC_000913.3,+,57249,57271,57260,57259,1,1
ECOLIBS000000459,NC_000913.3,+,102061,102083,102072,102049,23,23
ECOLIBS000000460,NC_000913.3,-,110683,110705,110694,110345,-349,349
ECOLIBS000000461,NC_000913.3,+,119534,119556,119545,118990,555,555
ECOLIBS000000462,NC_000913.3,-,146683,146705,146694,146723,29,29
ECOLIBS000000463,NC_000913.3,+,159534,159556,159545,159610,-65,65
ECOLIBS000000464,NC_000913.3,-,167244,167266,167255,166918,-337,337
ECOLIBS000000465,NC_000913.3,+,167419,167441,167430,167427,3,3
ECOLIBS000000466,NC_000913.3,-,167424,167446,167435,166918,-517,517
ECOLIBS000000467,NC_000913.3,+,167425,167447,167436,167427,9,9
ECOLIBS000000468,NC_000913.3,-,167430,167452,167441,166918,-523,523
ECOLIBS000000469,NC_000913.3,+,167431,167453,167442,167427,15,15
ECOLIBS000000470,NC_000913.3,-,167436,167458,167447,166918,-529,529
ECOLIBS000000471,NC_000913.3,-,189575,189597,189586,189559,-27,27
ECOLIBS000000472,NC_000913.3,+,189582,189604,189593,189549,44,44
ECOLIBS000000473,NC_000913.3,+,198001,198023,198012,198063,-51,51
ECOLIBS000000474,NC_000913.3,+,233231,233253,233242,232933,309,309
ECOLIBS000000475,NC_000913.3,+,239578,239600,239589,239278,311,311
ECOLIBS000000476,NC_000913.3,+,250285,250307,250296,250491,-195,195
ECOLIBS000000477,NC_000913.3,-,290503,290525,290514,290477,-37,37
ECOLIBS000000478,NC_000913.3,+,290652,290674,290663,290669,-6,6
ECOLIBS000000479,NC_000913.3,+,303478,303500,303489,303536,-47,47
ECOLIBS000000480,NC_000913.3,-,345222,345244,345233,345045,-188,188
ECOLIBS000000481,NC_000913.3,-,404390,404412,404401,404372,-29,29
ECOLIBS000000482,NC_000913.3,-,404428,404450,404439,404372,-67,67
ECOLIBS000000483,NC_000913.3,+,404429,404451,404440,404425,15,15
ECOLIBS000000484,NC_000913.3,-,456761,456783,456772,457650,878,878
ECOLIBS000000485,NC_000913.3,-,490818,490840,490829,490885,56,56
ECOLIBS000000486,NC_000913.3,-,490824,490846,490835,490885,50,50
ECOLIBS000000487,NC_000913.3,+,490825,490847,490836,490858,-22,22
ECOLIBS000000488,NC_000913.3,+,490885,490907,490896,490860,36,36
ECOLIBS000000489,NC_000913.3,-,497168,497190,497179,497116,-63,63
ECOLIBS000000490,NC_000913.3,+,563177,563199,563188,563850,-662,662
ECOLIBS000000491,NC_000913.3,-,563323,563345,563334,562856,-478,478
ECOLIBS000000492,NC_000913.3,-,580048,580070,580059,580056,-3,3
ECOLIBS000000493,NC_000913.3,-,580586,580608,580597,580471,-126,126
ECOLIBS000000494,NC_000913.3,+,580587,580609,580598,580553,45,45
ECOLIBS000000495,NC_000913.3,-,580592,580614,580603,580471,-132,132
ECOLIBS000000496,NC_000913.3,+,580593,580615,580604,580553,51,51
ECOLIBS000000497,NC_000913.3,+,603437,603459,603448,603385,63,63
ECOLIBS000000498,NC_000913.3,-,612651,612673,612662,612668,6,6
ECOLIBS000000499,NC_000913.3,+,612652,612674,612663,612687,-24,24
ECOLIBS000000500,NC_000913.3,-,612657,612679,612668,612668,0,0
ECOLIBS000000501,NC_000913.3,+,612658,612680,612669,612687,-18,18
ECOLIBS000000502,NC_000913.3,-,612663,612685,612674,612672,-2,2
ECOLIBS000000503,NC_000913.3,+,612664,612686,612675,612687,-12,12
ECOLIBS000000504,NC_000913.3,-,622199,622221,622210,622202,-8,8
ECOLIBS000000505,NC_000913.3,+,622200,622222,622211,622253,-42,42
ECOLIBS000000506,NC_000913.3,-,622205,622227,622216,622202,-14,14
ECOLIBS000000507,NC_000913.3,+,622206,622228,622217,622253,-36,36
ECOLIBS000000508,NC_000913.3,+,622212,622234,622223,622253,-30,30
ECOLIBS000000509,NC_000913.3,-,624719,624741,624730,624727,-3,3
ECOLIBS000000510,NC_000913.3,+,624720,624742,624731,624830,-99,99
ECOLIBS000000511,NC_000913.3,-,624725,624747,624736,624734,-2,2
ECOLIBS000000512,NC_000913.3,+,624726,624748,624737,624830,-93,93
ECOLIBS000000513,NC_000913.3,-,624828,624850,624839,624734,-105,105
ECOLIBS000000514,NC_000913.3,+,624829,624851,624840,624832,8,8
ECOLIBS000000515,NC_000913.3,-,624834,624856,624845,624734,-111,111
ECOLIBS000000516,NC_000913.3,+,624835,624857,624846,624832,14,14
ECOLIBS000000517,NC_000913.3,+,624841,624863,624852,624871,-19,19
ECOLIBS000000518,NC_000913.3,-,624846,624868,624857,624734,-123,123
ECOLIBS000000519,NC_000913.3,+,670837,670859,670848,670596,252,252
ECOLIBS000000520,NC_000913.3,+,675765,675787,675776,675705,71,71
ECOLIBS000000521,NC_000913.3,-,746577,746599,746588,746228,-360,360
ECOLIBS000000522,NC_000913.3,+,765029,765051,765040,765198,-158,158
ECOLIBS000000523,NC_000913.3,-,787615,787637,787626,787626,0,0
ECOLIBS000000524,NC_000913.3,+,787616,787638,787627,787716,-89,89
ECOLIBS000000525,NC_000913.3,+,787619,787641,787630,787716,-86,86
ECOLIBS000000526,NC_000913.3,-,787621,787643,787632,787632,0,0
ECOLIBS000000527,NC_000913.3,+,787622,787644,787633,787716,-83,83
ECOLIBS000000528,NC_000913.3,+,841616,841638,841627,841563,64,64
ECOLIBS000000529,NC_000913.3,-,841627,841649,841638,841663,25,25
ECOLIBS000000530,NC_000913.3,+,841628,841650,841639,841563,76,76
ECOLIBS000000531,NC_000913.3,-,841633,841655,841644,841663,19,19
ECOLIBS000000532,NC_000913.3,+,841634,841656,841645,841715,-70,70
ECOLIBS000000533,NC_000913.3,-,841639,841661,841650,841663,13,13
ECOLIBS000000534,NC_000913.3,+,841640,841662,841651,841715,-64,64
ECOLIBS000000535,NC_000913.3,-,841645,841667,841656,841663,7,7
ECOLIBS000000536,NC_000913.3,+,841646,841668,841657,841715,-58,58
ECOLIBS000000537,NC_000913.3,-,942900,942922,942911,943026,115,115
ECOLIBS000000538,NC_000913.3,+,971671,971693,971682,971711,-29,29
ECOLIBS000000539,NC_000913.3,-,980600,980622,980611,980839,228,228
ECOLIBS000000540,NC_000913.3,-,992176,992198,992187,993115,928,928
ECOLIBS000000541,NC_000913.3,+,1023107,1023129,1023118,1023121,-3,3
ECOLIBS000000542,NC_000913.3,-,1023112,1023134,1023123,1023271,148,148
ECOLIBS000000543,NC_000913.3,-,1081275,1081297,1081286,1082209,923,923
ECOLIBS000000544,NC_000913.3,-,1081281,1081303,1081292,1082209,917,917
ECOLIBS000000545,NC_000913.3,+,1081282,1081304,1081293,1081296,-3,3
ECOLIBS000000546,NC_000913.3,+,1081404,1081426,1081415,1081300,115,115
ECOLIBS000000547,NC_000913.3,-,1089804,1089826,1089815,1089841,26,26
ECOLIBS000000548,NC_000913.3,+,1089805,1089827,1089816,1089820,-4,4
ECOLIBS000000549,NC_000913.3,-,1119120,1119142,1119131,1119074,-57,57
ECOLIBS000000550,NC_000913.3,+,1119121,1119143,1119132,1118495,637,637
ECOLIBS000000551,NC_000913.3,-,1119126,1119148,1119137,1119074,-63,63
ECOLIBS000000552,NC_000913.3,+,1119127,1119149,1119138,1118495,643,643
ECOLIBS000000553,NC_000913.3,+,1119167,1119189,1119178,1118495,683,683
ECOLIBS000000554,NC_000913.3,+,1124511,1124533,1124522,1124174,348,348
ECOLIBS000000555,NC_000913.3,-,1161512,1161534,1161523,1161646,123,123
ECOLIBS000000556,NC_000913.3,+,1161513,1161535,1161524,1161543,-19,19
ECOLIBS000000557,NC_000913.3,+,1161621,1161643,1161632,1161672,-40,40
ECOLIBS000000558,NC_000913.3,-,1161636,1161658,1161647,1161646,-1,1
ECOLIBS000000559,NC_000913.3,-,1161642,1161664,1161653,1161646,-7,7
ECOLIBS000000560,NC_000913.3,+,1161649,1161671,1161660,1161672,-12,12
ECOLIBS000000561,NC_000913.3,+,1162002,1162024,1162013,1162026,-13,13
ECOLIBS000000562,NC_000913.3,-,1223125,1223147,1223136,1223097,-39,39
ECOLIBS000000563,NC_000913.3,-,1256404,1256426,1256415,1256425,10,10
ECOLIBS000000564,NC_000913.3,+,1256405,1256427,1256416,1256569,-153,153
ECOLIBS000000565,NC_000913.3,-,1256410,1256432,1256421,1256425,4,4
ECOLIBS000000566,NC_000913.3,+,1256411,1256433,1256422,1256569,-147,147
ECOLIBS000000567,NC_000913.3,+,1263764,1263786,1263775,1263676,99,99
ECOLIBS000000568,NC_000913.3,-,1273883,1273905,1273894,1273886,-8,8
ECOLIBS000000569,NC_000913.3,-,1273889,1273911,1273900,1273886,-14,14
ECOLIBS000000570,NC_000913.3,-,1310955,1310977,1310966,1310961,-5,5
ECOLIBS000000571,NC_000913.3,-,1311020,1311042,1311031,1310961,-70,70
ECOLIBS000000572,NC_000913.3,+,1311021,1311043,1311032,1311056,-24,24
ECOLIBS000000573,NC_000913.3,+,1311027,1311049,1311038,1311056,-18,18
ECOLIBS000000574,NC_000913.3,-,1311067,1311089,1311078,1311180,102,102
ECOLIBS000000575,NC_000913.3,+,1311068,1311090,1311079,1311077,2,2
ECOLIBS000000576,NC_000913.3,-,1335445,1335467,1335456,1335316,-140,140
ECOLIBS000000577,NC_000913.3,+,1335449,1335471,1335460,1335278,182,182
ECOLIBS000000578,NC_000913.3,-,1335451,1335473,1335462,1335316,-146,146
ECOLIBS000000579,NC_000913.3,+,1335452,1335474,1335463,1335278,185,185
ECOLIBS000000580,NC_000913.3,+,1335458,1335480,1335469,1335278,191,191
ECOLIBS000000581,NC_000913.3,+,1426956,1426978,1426967,1426677,290,290
ECOLIBS000000582,NC_000913.3,-,1430737,1430759,1430748,1430794,46,46
ECOLIBS000000583,NC_000913.3,+,1460387,1460409,1460398,1460100,298,298
ECOLIBS000000584,NC_000913.3,+,1460459,1460481,1460470,1460100,370,370
ECOLIBS000000585,NC_000913.3,+,1462119,1462141,1462130,1462134,-4,4
ECOLIBS000000586,NC_000913.3,-,1517245,1517267,1517256,1517247,-9,9
ECOLIBS000000587,NC_000913.3,+,1517246,1517268,1517257,1517262,-5,5
ECOLIBS000000588,NC_000913.3,-,1522964,1522986,1522975,1523094,119,119
ECOLIBS000000589,NC_000913.3,-,1523195,1523217,1523206,1523183,-23,23
ECOLIBS000000590,NC_000913.3,+,1523196,1523218,1523207,1523195,12,12
ECOLIBS000000591,NC_000913.3,-,1523201,1523223,1523212,1523183,-29,29
ECOLIBS000000592,NC_000913.3,+,1523202,1523224,1523213,1523224,-11,11
ECOLIBS000000593,NC_000913.3,+,1523208,1523230,1523219,1523224,-5,5
ECOLIBS000000594,NC_000913.3,+,1523238,1523260,1523249,1523227,22,22
ECOLIBS000000595,NC_000913.3,-,1553876,1553898,1553887,1553898,11,11
ECOLIBS000000596,NC_000913.3,-,1579011,1579033,1579022,1579348,326,326
ECOLIBS000000597,NC_000913.3,+,1579068,1579090,1579079,1579423,-344,344
ECOLIBS000000598,NC_000913.3,-,1579223,1579245,1579234,1579348,114,114
ECOLIBS000000599,NC_000913.3,+,1579224,1579246,1579235,1579423,-188,188
ECOLIBS000000600,NC_000913.3,-,1579229,1579251,1579240,1579348,108,108
ECOLIBS000000601,NC_000913.3,+,1579230,1579252,1579241,1579423,-182,182
ECOLIBS000000602,NC_000913.3,-,1579319,1579341,1579330,1579348,18,18
ECOLIBS000000603,NC_000913.3,-,1579325,1579347,1579336,1579348,12,12
ECOLIBS000000604,NC_000913.3,+,1579326,1579348,1579337,1579423,-86,86
ECOLIBS000000605,NC_000913.3,-,1579371,1579393,1579382,1579348,-34,34
ECOLIBS000000606,NC_000913.3,+,1579454,1579476,1579465,1579477,-12,12
ECOLIBS000000607,NC_000913.3,-,1579459,1579481,1579470,1579348,-122,122
ECOLIBS000000608,NC_000913.3,+,1579460,1579482,1579471,1579477,-6,6
ECOLIBS000000609,NC_000913.3,+,1579621,1579643,1579632,1579477,155,155
ECOLIBS000000610,NC_000913.3,-,1579755,1579777,1579766,1579734,-32,32
ECOLIBS000000611,NC_000913.3,+,1579756,1579778,1579767,1579477,290,290
ECOLIBS000000612,NC_000913.3,-,1636585,1636607,1636596,1636365,-231,231
ECOLIBS000000613,NC_000913.3,+,1636586,1636608,1636597,1636730,-133,133
ECOLIBS000000614,NC_000913.3,-,1636591,1636613,1636602,1636365,-237,237
ECOLIBS000000615,NC_000913.3,+,1636592,1636614,1636603,1636730,-127,127
ECOLIBS000000616,NC_000913.3,+,1636598,1636620,1636609,1636730,-121,121
ECOLIBS000000617,NC_000913.3,-,1656319,1656341,1656330,1656319,-11,11
ECOLIBS000000618,NC_000913.3,-,1656325,1656347,1656336,1656319,-17,17
ECOLIBS000000619,NC_000913.3,-,1656565,1656587,1656576,1656742,166,166
ECOLIBS000000620,NC_000913.3,-,1657337,1657359,1657348,1657482,134,134
ECOLIBS000000621,NC_000913.3,+,1657338,1657360,1657349,1657538,-189,189
ECOLIBS000000622,NC_000913.3,+,1657430,1657452,1657441,1657538,-97,97
ECOLIBS000000623,NC_000913.3,+,1657436,1657458,1657447,1657538,-91,91
ECOLIBS000000624,NC_000913.3,+,1657473,1657495,1657484,1657538,-54,54
ECOLIBS000000625,NC_000913.3,-,1674474,1674496,1674485,1674325,-160,160
ECOLIBS000000626,NC_000913.3,-,1674480,1674502,1674491,1674325,-166,166
ECOLIBS000000627,NC_000913.3,+,1674481,1674503,1674492,1674496,-4,4
ECOLIBS000000628,NC_000913.3,-,1764424,1764446,1764435,1764426,-9,9
ECOLIBS000000629,NC_000913.3,+,1764425,1764447,1764436,1764587,-151,151
ECOLIBS000000630,NC_000913.3,-,1764430,1764452,1764441,1764426,-15,15
ECOLIBS000000631,NC_000913.3,+,1764431,1764453,1764442,1764587,-145,145
ECOLIBS000000632,NC_000913.3,+,1764564,1764586,1764575,1764587,-12,12
ECOLIBS000000633,NC_000913.3,-,1764615,1764637,1764626,1764503,-123,123
ECOLIBS000000634,NC_000913.3,-,1789563,1789585,1789574,1789155,-419,419
ECOLIBS000000635,NC_000913.3,+,1789564,1789586,1789575,1789584,-9,9
ECOLIBS000000636,NC_000913.3,-,1789566,1789588,1789577,1789155,-422,422
ECOLIBS000000637,NC_000913.3,-,1789569,1789591,1789580,1789155,-425,425
ECOLIBS000000638,NC_000913.3,+,1789570,1789592,1789581,1789584,-3,3
ECOLIBS000000639,NC_000913.3,+,1789576,1789598,1789587,1789585,2,2
ECOLIBS000000640,NC_000913.3,-,1789581,1789603,1789592,1789155,-437,437
ECOLIBS000000641,NC_000913.3,+,1789582,1789604,1789593,1789585,8,8
ECOLIBS000000642,NC_000913.3,-,1789584,1789606,1789595,1789155,-440,440
ECOLIBS000000643,NC_000913.3,-,1791827,1791849,1791838,1792155,317,317
ECOLIBS000000644,NC_000913.3,+,1791834,1791856,1791845,1791652,193,193
ECOLIBS000000645,NC_000913.3,-,1791978,1792000,1791989,1792155,166,166
ECOLIBS000000646,NC_000913.3,-,1791984,1792006,1791995,1792155,160,160
ECOLIBS000000647,NC_000913.3,+,1791985,1792007,1791996,1792275,-279,279
ECOLIBS000000648,NC_000913.3,+,1791991,1792013,1792002,1792275,-273,273
ECOLIBS000000649,NC_000913.3,+,1878327,1878349,1878338,1878341,-3,3
